V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
3706.501220703125,3709.4954,3704.5093,3697.1294,3707.2368,3700.242,3708.7383,3712.2676,3710.4197,3713.8618,3692.1675,3687.8838,3709.4758,3708.9036
5715.240234375,5718.574,5720.7607,5718.132,5707.574,5707.78,5713.054,5727.6567,5712.9453,5704.209,5722.5586,5735.3794,5721.8115,5715.113
4713.2060546875,4714.52,4716.102,4712.923,4716.3774,4717.507,4715.99,4716.5293,4722.783,4719.453,4717.57,4720.959,4724.1987,4717.1157
1055.30859375,1053.9279,1054.2755,1053.9056,1054.4246,1056.4985,1052.9991,1054.7566,1054.5297,1053.3217,1059.3259,1066.4001,1058.6152,1054.506
3537.52685546875,3535.0088,3539.6462,3531.6802,3540.8728,3541.173,3543.2021,3546.4705,3560.2766,3550.7805,3573.298,3561.3777,3534.6067,3536.3687
1409.929443359375,1410.152,1411.8113,1410.2395,1410.2328,1409.7335,1409.3901,1413.4963,1411.9363,1410.459,1417.0901,1418.642,1408.9686,1410.692
5205.4296875,5205.207,5207.5083,5194.902,5183.528,5186.713,5198.309,5201.7686,5190.187,5182.869,5229.8364,5221.6675,5185.5693,5180.6357
5529.19189453125,5527.942,5530.2505,5526.313,5532.193,5532.0596,5530.999,5528.554,5525.5244,5533.01,5525.4775,5531.6333,5539.259,5531.888
3971.93603515625,3971.303,3968.188,3965.4636,3965.966,3963.0908,3967.9736,3970.867,3966.223,3964.6052,3969.1594,3965.676,3971.606,3969.1343
4036.104248046875,4036.371,4040.0583,4032.4468,4039.243,4037.309,4040.2993,4045.3047,4044.2898,4045.838,4034.8813,4032.2156,4041.1755,4040.5508
2539.42236328125,2541.1128,2539.378,2538.8398,2540.438,2540.1409,2540.599,2542.946,2541.8357,2540.907,2541.3374,2543.5225,2542.6936,2542.4607
1924.0311279296875,1924.2897,1923.9653,1922.427,1921.8076,1921.2325,1923.5841,1924.5607,1920.9946,1921.2327,1923.5419,1923.1482,1922.3458,1922.0281
1022.5701904296875,1023.24347,1022.4351,1022.4649,1022.6298,1022.10834,1021.6128,1023.2861,1021.66895,1021.78784,1021.4538,1023.1166,1024.3705,1023.3945
1672.623291015625,1672.2697,1673.2113,1673.0637,1673.0024,1673.3624,1672.4615,1674.1531,1674.3726,1673.0979,1675.1678,1673.4803,1673.5844,1672.6456
1643.3450927734375,1645.4849,1644.4275,1646.0215,1645.6188,1643.41,1643.2299,1644.7885,1644.7803,1644.2362,1643.7867,1644.3947,1645.8652,1646.3368
1808.921630859375,1809.1719,1809.1492,1807.358,1809.1594,1808.4828,1809.8231,1807.775,1808.1858,1809.0416,1810.3134,1810.4792,1809.9473,1807.1293
1939.212646484375,1938.958,1938.9913,1937.9775,1938.6395,1939.6387,1938.1981,1938.8877,1939.3392,1938.7551,1940.5613,1941.8353,1939.4431,1939.0249
3204.337158203125,3212.9636,3212.6924,3210.2515,3210.4343,3212.211,3208.2046,3216.6492,3208.406,3215.3628,3211.5796,3219.7722,3218.3423,3211.883
9926.85546875,9933.505,9925.645,9924.913,9927.192,9922.914,9920.098,9933.388,9916.097,9920.682,9917.553,9930.882,9940.551,9930.868
2500.827392578125,2501.6672,2500.6572,2498.754,2501.9202,2499.8577,2502.204,2499.811,2499.6804,2501.3047,2500.7007,2500.2534,2500.5752,2499.2007
1570.121337890625,1571.6129,1570.2072,1570.2012,1571.841,1571.0349,1571.3833,1573.1506,1572.4281,1572.4147,1571.583,1573.0702,1573.2493,1573.5403
1109.6942138671875,1109.2552,1109.5145,1109.7762,1108.2084,1109.0352,1109.8723,1110.0042,1109.1086,1108.551,1110.9159,1110.9432,1108.7479,1108.5691
2937.471435546875,2944.2856,2943.8906,2941.1885,2936.8403,2935.0884,2937.8345,2941.2227,2932.313,2937.1719,2941.3484,2941.8416,2945.2236,2939.5784
1727.99609375,1728.2062,1728.6047,1727.4202,1726.6228,1727.1418,1726.6394,1727.9772,1726.2379,1725.905,1726.7537,1728.3087,1727.3943,1726.8604
6466.5107421875,6505.008,6499.23,6496.0967,6502.734,6469.1484,6477.568,6498.6978,6486.968,6523.7847,6539.522,6516.0557,6505.1133,6500.969
7101.35986328125,7106.4346,7109.3228,7098.7183,7082.684,7104.4673,7087.7646,7103.5557,7091.64,7086.9756,7121.156,7122.4497,7098.116,7103.7437
2166.487548828125,2164.4067,2167.4045,2166.8596,2167.3047,2173.4622,2169.6343,2173.8828,2169.515,2170.353,2170.2622,2175.4363,2175.154,2170.2188
2265.185546875,2263.0796,2266.562,2265.8005,2266.414,2273.2134,2268.653,2273.7002,2268.41,2269.4084,2269.9119,2276.102,2275.3672,2269.8325
2047.6654052734375,2046.3396,2048.314,2048.5952,2046.3807,2052.2317,2049.8918,2051.7632,2048.6018,2049.2656,2051.2107,2054.7693,2053.214,2049.3564
2058.466064453125,2057.216,2059.3677,2059.3315,2056.9563,2062.5347,2060.5745,2062.2002,2059.0488,2059.7344,2062.072,2065.6843,2063.4934,2059.6047
2060.78662109375,2059.0032,2060.9954,2061.2698,2060.0488,2066.5408,2063.4646,2066.317,2062.7185,2063.383,2064.1763,2067.722,2067.37,2063.5657
2077.0927734375,2075.8274,2078.1306,2077.7615,2075.557,2080.9773,2079.1821,2080.6394,2077.469,2078.3782,2080.381,2084.1487,2081.7844,2077.8352
2335.533935546875,2333.6726,2337.6597,2336.6084,2336.738,2344.163,2338.9316,2344.6292,2337.6917,2339.1182,2341.4524,2348.0405,2347.278,2341.231
2154.870849609375,2153.396,2155.4111,2154.2996,2152.9773,2158.6543,2157.0513,2158.4185,2155.376,2156.6318,2157.3162,2160.4111,2159.1753,2155.173
2128.69677734375,2127.2712,2129.2522,2128.3032,2126.6733,2132.3857,2130.7551,2132.0364,2128.8635,2130.1577,2131.1091,2134.1677,2132.7393,2128.9832
2049.692626953125,2048.1138,2049.994,2050.4421,2048.5642,2054.887,2052.1047,2054.529,2051.0986,2051.7268,2053.0002,2056.6296,2055.8923,2051.9705
2102.8212890625,2101.5242,2103.6296,2103.007,2101.2544,2106.5303,2104.925,2106.1882,2103.0986,2104.215,2105.7363,2108.8923,2107.0603,2103.3262
1917.162109375,1915.8164,1919.4182,1917.7672,1918.3109,1924.2261,1919.3258,1924.7778,1920.2705,1920.6927,1920.9989,1928.277,1926.099,1922.511
9963.0927734375,9954.28,9965.27,9953.232,9970.451,9988.311,9981.341,9977.38,9993.255,9989.009,9968.732,9953.235,9967.726,9957.034
932.0700073242188,932.0961,933.5259,931.82367,934.3207,934.9468,934.47986,935.5499,935.92847,936.1927,932.8092,934.8874,936.379,934.506
12013.1181640625,12005.742,12015.0,12019.243,12007.411,12039.347,12012.163,12032.221,12029.055,12021.448,12052.403,12034.522,12012.972,12007.602
1625.09033203125,1624.2289,1625.1958,1625.5751,1624.2677,1627.9957,1624.9087,1627.252,1627.545,1626.048,1630.1804,1627.5405,1624.3799,1623.8805
7191.95166015625,7199.7173,7196.093,7195.5693,7203.676,7205.1816,7202.572,7214.492,7214.0093,7210.6343,7198.385,7204.554,7207.806,7205.6846
9229.791015625,9229.477,9227.114,9229.843,9228.957,9234.872,9234.0625,9240.727,9235.207,9229.4795,9223.65,9215.954,9229.983,9231.17
11090.9912109375,11094.829,11103.999,11091.458,11101.528,11082.941,11097.358,11087.778,11094.454,11099.009,11091.701,11093.418,11086.817,11092.228
962.9261474609375,963.299,964.2279,963.84546,964.1652,963.14,963.3544,964.64294,963.7073,962.8366,962.9105,965.25885,962.97943,963.3249
955.6677856445312,956.07935,956.95105,956.7217,957.28046,956.0333,956.15497,957.6456,956.5278,955.81,955.48474,957.8445,955.861,956.1306
1313.3902587890625,1313.5927,1313.1824,1313.8105,1313.5669,1314.3196,1313.9271,1313.2935,1313.7853,1314.5422,1313.9092,1313.4316,1315.1042,1313.6248
1260.26708984375,1260.4808,1260.0461,1260.7883,1260.4873,1261.1805,1260.7997,1260.1918,1260.6833,1261.3856,1260.8724,1260.4987,1262.0859,1260.5645
1331.567626953125,1331.7631,1331.364,1331.9535,1331.7343,1332.5039,1332.1079,1331.4672,1331.9598,1332.7311,1332.0494,1331.5459,1333.2432,1331.7828
9278.400390625,9294.631,9284.451,9284.944,9279.5,9290.615,9288.104,9300.428,9278.515,9286.102,9263.78,9286.297,9305.489,9302.14
6990.98291015625,7002.464,6994.7173,6994.5815,6995.5376,7002.5024,6998.7095,7007.9453,6995.6895,7002.399,6979.1387,6993.2627,7009.5747,7010.769
7502.26611328125,7514.7603,7506.393,7506.328,7506.102,7514.0107,7510.486,7520.279,7506.09,7513.005,7489.755,7505.619,7522.4756,7522.893
6863.4189453125,6846.7344,6888.654,6885.0054,6944.791,6932.1226,6889.9736,6940.118,6970.536,6976.476,6876.917,6893.3696,6957.426,6934.2407
8541.263671875,8544.123,8554.475,8541.954,8635.631,8602.379,8559.105,8604.772,8601.827,8624.547,8507.474,8476.014,8564.0205,8594.724
7880.6875,7861.5303,7909.6636,7905.4707,7974.1157,7959.5684,7911.174,7968.758,8003.677,8010.499,7896.1826,7915.083,7988.6284,7962.005
1324.5015869140625,1324.0747,1324.0157,1323.0526,1324.3323,1325.2932,1324.5181,1324.0513,1324.8597,1326.0872,1322.4761,1323.2754,1325.144,1323.8109
9089.2421875,9097.518,9094.497,9096.413,9091.085,9106.551,9101.087,9107.21,9115.82,9113.627,9110.845,9102.118,9104.798,9112.246
9031.4296875,9039.652,9036.65,9038.558,9033.257,9048.625,9043.198,9049.285,9057.832,9055.655,9052.879,9044.214,9046.881,9054.288
5255.4970703125,5259.945,5257.2197,5256.5913,5260.677,5260.8037,5261.3447,5263.841,5261.601,5262.7046,5259.456,5264.006,5264.633,5263.755
6953.37109375,6960.05,6956.554,6955.484,6959.563,6960.353,6962.218,6965.42,6960.6016,6961.9805,6959.146,6967.6343,6966.7837,6964.867
5636.2685546875,5641.2197,5638.317,5637.547,5641.683,5641.98,5642.792,5645.4155,5642.655,5643.797,5640.6387,5645.9937,5646.265,5645.179
9560.2509765625,9551.723,9563.076,9550.472,9568.641,9585.317,9579.111,9575.106,9591.517,9587.383,9566.02,9551.601,9566.085,9555.483
1121.0579833984375,1120.0944,1121.0627,1120.0913,1121.4448,1123.5792,1122.6124,1122.2885,1123.6605,1123.208,1121.5236,1119.5747,1121.0848,1120.0269
628.2423706054688,630.02014,631.5456,629.9413,629.36487,629.25214,630.85675,630.2586,629.96515,631.0737,630.5976,631.9272,633.19293,629.5904
954.3936157226562,954.70044,954.9233,954.4142,956.19775,956.17426,955.62274,955.64404,956.67175,956.73096,956.72577,958.32947,958.13153,955.64154
10736.3671875,10732.48,10736.8,10730.286,10735.593,10757.152,10741.631,10751.952,10753.98,10759.724,10755.769,10744.185,10741.215,10739.658
1832.250244140625,1831.7158,1840.4597,1836.1348,1844.1354,1848.2534,1839.1002,1855.7625,1854.7048,1851.3177,1824.4231,1831.7246,1859.8263,1852.8972
12046.4912109375,12049.42,12145.427,12051.032,12288.077,12234.329,12049.9,12366.752,12325.429,12338.605,12000.141,12130.561,12368.219,12360.156
6046.154296875,6043.2246,6060.548,6057.924,6077.5884,6074.372,6057.4077,6082.3467,6088.0474,6083.5054,6053.966,6071.3364,6088.5825,6090.19
11158.3154296875,11148.309,11233.436,11223.781,11306.542,11292.312,11216.962,11303.771,11362.494,11359.761,11226.372,11278.94,11343.472,11283.252
10983.435546875,10987.769,10979.847,10974.381,10987.791,10961.881,10987.845,10964.84,10984.816,10985.056,11003.115,10989.196,10992.127,10979.516
8026.9013671875,8056.103,8091.86,8059.9917,8040.04,8053.9746,8050.1357,8073.136,8048.0522,8081.5327,8067.0903,8077.4365,8063.7437,8036.323
866.4970703125,869.9875,872.9869,865.62946,869.05237,846.1811,877.14636,869.15247,890.00226,877.5983,871.98175,867.9788,898.72156,878.7533
8046.89453125,8038.251,8037.382,8005.3438,8000.251,8026.565,8033.728,8025.9175,7980.8423,8012.893,8110.2812,8116.3237,7989.14,8034.575
3153.509521484375,3199.5786,3185.2278,3148.142,3204.2876,3184.1592,3222.407,3197.671,3212.9587,3232.9548,3215.7625,3227.5073,3195.7441,3204.5825
3025.034423828125,3049.5464,3082.441,3069.4739,3067.85,3109.0964,3113.218,3188.5813,3180.7756,3136.6655,3087.2273,3125.379,3082.0342,3121.4062
3232.907958984375,3268.9768,3221.3752,3193.5461,3262.153,3242.311,3287.5327,3263.3767,3291.1553,3316.8064,3222.4482,3203.368,3309.97,3309.6465
7061.25048828125,7085.588,7106.323,7099.9688,7095.427,7099.415,7074.3535,7103.53,7081.334,7110.8594,7097.4775,7127.8647,7108.713,7105.9526
4505.30615234375,4535.844,4572.0327,4546.477,4520.641,4520.3096,4527.9565,4532.6377,4521.3716,4550.3193,4550.7676,4560.843,4572.3403,4521.1206
1163.518310546875,1163.8594,1163.537,1163.6199,1164.0914,1163.66,1163.8215,1163.5437,1163.3162,1163.4595,1164.1799,1163.3428,1163.6313,1163.438
1269.0096435546875,1269.2622,1268.9993,1269.1709,1269.6108,1269.3378,1269.2797,1269.1489,1268.8271,1268.9166,1269.9017,1269.0494,1269.476,1269.0557
1245.595458984375,1245.8694,1245.5911,1245.7444,1246.1824,1245.8762,1245.866,1245.7036,1245.3959,1245.4941,1246.4247,1245.5713,1245.9766,1245.615
6494.263671875,6496.4443,6499.309,6502.0254,6498.797,6513.0703,6502.7397,6505.9434,6506.6,6505.7954,6504.009,6516.188,6512.4775,6502.073
8140.9150390625,8143.3823,8147.598,8150.233,8147.481,8165.043,8152.6714,8157.016,8157.5386,8156.3643,8154.3984,8171.438,8167.002,8151.099
350.8504638671875,351.12805,351.39532,350.8095,350.25525,350.27362,351.24942,351.26996,350.57855,350.2423,351.43625,351.54333,350.84937,350.06537
583.3504638671875,584.03754,583.6262,583.2735,584.542,584.15717,582.97064,583.1949,582.65356,583.9844,582.4668,581.4503,583.0657,582.7536
12439.48828125,12454.629,12439.935,12445.884,12443.785,12444.017,12437.621,12439.304,12440.068,12440.413,12447.841,12437.573,12443.837,12462.713
10220.453125,10224.914,10221.298,10193.464,10237.578,10219.366,10233.841,10215.77,10226.788,10246.316,10204.627,10192.03,10228.39,10207.625
1514.8974609375,1515.3977,1514.7133,1515.1698,1515.3134,1515.2777,1514.8391,1514.3593,1514.374,1514.8794,1515.45,1513.9302,1514.6427,1515.022
6366.55712890625,6368.566,6365.693,6367.619,6368.3438,6368.205,6366.2793,6364.3667,6364.26,6366.5767,6368.5894,6362.0283,6365.4526,6367.2695
7403.31201171875,7406.923,7400.9243,7405.206,7409.9053,7412.252,7408.9033,7402.948,7416.625,7422.7354,7418.7583,7421.196,7419.6816,7409.9907
10545.720703125,10550.867,10542.323,10548.416,10555.115,10558.456,10553.692,10545.204,10564.688,10573.392,10567.722,10571.186,10569.04,10555.231
10150.3134765625,10150.385,10145.317,10123.775,10146.751,10168.299,10165.878,10169.42,10176.537,10179.417,10151.616,10121.438,10156.207,10157.592
13487.20703125,13497.03,13492.748,13493.933,13507.168,13507.287,13497.567,13502.234,13506.473,13510.326,13482.636,13514.04,13503.976,13489.114
20086.53515625,20134.023,20106.145,20110.654,20115.594,20117.121,20110.525,20145.629,20194.135,20150.463,20059.61,20010.549,20130.377,20130.014
24688.04296875,24691.26,24712.297,24689.822,24707.162,24706.46,24696.035,24697.117,24690.395,24717.326,24685.254,24682.996,24677.777,24695.059
1244.18798828125,1243.3947,1243.776,1243.8198,1244.2802,1243.7655,1243.3634,1245.204,1245.862,1245.9608,1243.0778,1243.6506,1246.2191,1245.3934
7325.31640625,7324.4565,7328.719,7323.666,7320.6763,7318.5425,7329.367,7328.6294,7313.197,7314.47,7317.0737,7331.821,7334.176,7324.3286
13729.525390625,13725.734,13735.098,13726.951,13734.941,13738.737,13745.032,13750.082,13754.319,13742.433,13760.393,13750.35,13753.798,13728.979
22193.4453125,22183.568,22206.713,22199.078,22201.69,22216.422,22213.672,22217.758,22235.193,22229.662,22204.262,22219.453,22225.594,22226.068
20616.638671875,20615.574,20601.074,20595.414,20606.17,20601.512,20605.352,20600.826,20584.252,20602.35,20594.271,20567.354,20592.732,20602.764
17658.1640625,17657.744,17653.396,17661.297,17675.734,17702.793,17697.592,17693.848,17710.63,17721.84,17690.908,17673.844,17713.723,17672.605
9775.9990234375,9777.798,9780.127,9774.968,9766.331,9771.638,9774.24,9786.7,9767.944,9766.181,9770.437,9789.166,9784.054,9775.988
10438.4970703125,10440.421,10442.904,10437.397,10428.178,10433.837,10436.617,10449.923,10429.894,10428.01,10432.549,10452.55,10447.104,10438.49
3331.443359375,3331.2065,3364.0483,3372.205,3345.0068,3405.495,3359.6313,3395.0916,3403.0024,3370.7363,3374.9004,3404.0242,3422.0688,3374.2148
6195.4375,6179.2695,6274.5234,6197.1777,6379.006,6358.51,6277.2505,6362.9307,6439.365,6429.4365,6261.5977,6241.0273,6387.4385,6340.6133
1158.345703125,1159.7338,1160.1796,1159.4839,1160.0227,1159.096,1160.8442,1162.1377,1159.3597,1161.5292,1161.0619,1162.5846,1162.7764,1161.1641
1152.7861328125,1154.9946,1154.4049,1153.7128,1154.5844,1153.9465,1154.9363,1156.0477,1156.1621,1156.7058,1156.738,1156.3248,1155.4648,1154.7806
8628.1220703125,8629.819,8630.525,8629.188,8626.534,8623.9,8628.686,8634.574,8631.161,8631.77,8633.373,8633.087,8627.599,8633.519
8751.8134765625,8750.877,8748.978,8745.88,8744.281,8745.02,8748.799,8750.647,8752.464,8749.266,8759.003,8754.006,8741.001,8751.797
8621.84765625,8625.088,8623.9795,8621.529,8621.156,8617.936,8623.365,8626.885,8624.443,8623.854,8629.648,8625.767,8620.435,8626.638
8737.5,8738.459,8739.174,8734.902,8736.104,8736.216,8738.129,8742.668,8746.049,8739.713,8749.462,8744.946,8731.773,8738.067
1037.8841552734375,1038.0822,1037.9369,1037.1709,1037.875,1038.1416,1038.284,1038.4536,1038.2008,1038.4547,1037.8729,1038.5886,1037.9998,1037.5863
