V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
6251.8427734375,5687.4463,5256.4287,4974.537,4852.425,4946.9756,4927.805,5066.0854,5582.03,6123.1436,6687.551,7238.5557,7704.069,8246.713,8529.311,8817.482,8786.337,8758.408,8619.767,8316.558,7909.01,7654.0137,7062.0615,6499.1553,6104.883,5630.4995,5226.6045,4924.019,4751.4805,4836.6533,5032.21,5147.0645,5455.96,5939.7354,6574.293,7037.7466,7639.245,7972.8784,8471.653,8647.399,8764.973,8433.981,8258.43,8120.0337,7778.7764,7440.4014,7131.7446,6428.59
14932.4091796875,13609.559,12828.129,12116.465,11915.35,12090.265,11901.209,12067.848,13152.847,14292.945,15330.723,16909.357,17829.219,18864.254,19619.605,20285.295,20063.863,20137.295,19983.328,19267.758,18566.705,18081.537,16690.258,15495.033,14720.822,13635.804,12666.125,11794.037,11572.273,11511.9375,12157.531,12329.907,12777.777,13973.019,15428.781,16126.945,17680.086,18411.865,19272.158,19828.639,20069.605,19341.316,19184.684,18820.822,18477.559,17255.152,16726.307,15303.797
643.4791870117188,622.31226,613.76807,595.78625,588.7841,585.5973,573.66144,569.4199,575.681,579.8097,584.99945,595.4019,603.1959,615.8482,630.85474,646.4523,649.7942,660.7138,671.6601,662.81464,668.21387,669.45337,659.3613,641.5438,635.5565,625.59796,609.769,591.06067,582.77155,572.2412,574.3438,567.16626,566.8012,572.48663,576.8972,584.4288,598.9969,610.4599,620.3928,628.3241,645.704,647.5144,651.9948,656.01733,665.169,651.0837,652.6622,638.75836
252.89019775390625,230.45987,212.74225,201.73128,197.18652,199.92337,199.90077,202.11807,225.92026,241.02495,261.6004,284.8346,304.73108,324.29617,340.0882,355.24683,356.03598,360.20538,354.66705,340.23553,324.87244,316.4294,287.8679,264.34915,250.78575,229.88702,212.71732,195.03642,193.2356,195.55417,206.31865,209.25027,216.95502,238.33946,259.17087,273.12573,295.7391,314.90027,338.11758,346.73138,356.5197,342.42908,339.4267,334.85742,324.5818,304.92007,289.20114,264.03827
398.36175537109375,402.90228,429.5223,458.67313,498.52036,554.8923,615.1479,681.32306,757.2314,807.42786,832.7708,852.31415,854.1563,835.546,798.97424,763.43243,723.9458,656.6829,593.2111,533.5022,500.69656,455.32425,437.5633,405.23505,406.22098,404.44843,424.88177,454.6936,505.37296,557.8541,646.0187,685.06006,738.5842,821.39954,839.67444,848.8686,857.6779,821.3716,806.9169,776.7007,710.2468,655.59357,590.36127,538.406,489.34924,451.82928,427.52014,411.01382
2474.790771484375,2308.6946,2181.7974,2024.2583,1940.072,1904.5654,1794.479,1756.9048,1835.375,1905.9651,1969.8768,2050.6814,2126.5352,2241.8564,2345.5042,2421.8657,2470.433,2504.5012,2589.5198,2610.3923,2620.121,2647.6655,2620.0857,2495.492,2416.6667,2288.3245,2167.4866,2007.9904,1910.8389,1862.6327,1810.78,1768.9587,1790.1136,1868.4448,1953.7225,2012.6559,2118.9038,2175.9404,2296.8564,2356.413,2431.4993,2452.4805,2472.8179,2539.8413,2611.8645,2568.8584,2560.723,2467.3818
16844.857421875,15331.002,14658.106,14247.373,14198.94,14365.227,14451.278,14584.431,15938.419,16709.604,17819.531,18834.617,19812.258,20677.86,21197.93,22122.557,21920.055,22211.084,22190.004,20896.76,20755.984,20204.457,18350.523,17135.521,16074.138,15416.937,14726.848,13908.63,13833.953,13727.4375,14682.835,14201.918,15286.733,16350.967,16930.617,17561.482,18906.793,19996.623,20607.545,21134.885,21689.338,21048.576,20991.482,20301.328,20524.324,18701.842,18454.277,16872.77
1854.92626953125,1692.9955,1567.3689,1453.321,1423.6737,1462.6289,1435.3352,1468.8511,1625.7041,1742.9304,1876.6106,2020.5737,2139.1926,2284.0247,2375.3218,2466.3013,2473.1626,2494.1697,2480.6208,2389.838,2308.9556,2255.387,2103.5098,1931.9688,1826.065,1672.6276,1569.4915,1437.0497,1408.6942,1409.991,1488.8832,1485.693,1583.574,1720.9131,1858.1614,1974.1116,2124.234,2229.5808,2339.399,2404.7651,2454.3462,2381.201,2347.4077,2319.4856,2274.0234,2154.2637,2077.4841,1905.4764
4313.20849609375,4002.5354,3778.4973,3409.9143,3201.4856,3067.6099,2760.5874,2614.5425,2724.4346,2811.7944,2911.8027,3159.2651,3332.9446,3636.2139,3949.4802,4171.887,4316.7666,4561.586,4776.081,4767.1953,4791.375,4844.82,4612.975,4413.6455,4249.164,3978.6511,3716.2178,3336.77,3121.7834,2966.1716,2811.9783,2721.1484,2678.9514,2756.6633,2922.8171,3068.604,3264.579,3550.0657,3876.6343,4063.5684,4359.425,4421.101,4527.1646,4761.525,4790.8745,4653.624,4591.0894,4351.6626
4885.82177734375,4548.1187,4251.7812,4061.9463,3960.3938,4012.653,3984.108,3974.691,4306.4043,4630.878,4930.7207,5318.146,5614.0684,6014.149,6169.129,6388.7764,6375.2935,6487.5576,6410.6333,6229.362,5996.1943,5858.823,5354.0884,5086.2266,4807.459,4521.6,4287.453,4070.0864,3891.5068,3890.2275,4016.8284,4055.4902,4223.9937,4483.5547,4862.1313,5096.6562,5463.527,5823.145,6127.385,6254.35,6411.9985,6205.352,6165.167,6123.6562,5942.4473,5687.067,5533.8936,5044.173
109413.1484375,101265.98,96267.69,91346.39,89693.8,90486.57,89909.92,89779.69,97163.625,103151.49,108684.77,116591.21,122629.56,129156.664,133968.22,138965.28,138424.2,140026.62,139354.42,134287.19,130857.7,128162.625,118956.86,111872.1,106893.75,101095.57,95660.3,90272.016,87343.43,87167.87,90400.41,90539.91,93622.87,100010.18,107005.65,111164.46,119315.016,125580.57,131298.33,134167.11,138401.12,133946.7,133411.8,131432.98,129906.94,122650.125,119871.836,110403.06
100654.0546875,93800.836,88804.016,84279.45,82587.59,82812.234,81036.06,81072.31,86820.586,91867.266,96172.95,103736.625,109097.35,115625.36,119912.81,124209.086,124075.19,126677.54,126176.71,123542.51,119932.45,118223.77,110376.42,104457.55,99901.22,93626.78,88700.08,83877.85,80858.3,80846.41,82514.31,81924.664,84369.625,89501.95,96156.27,99777.805,106767.836,112872.19,118553.74,121405.78,124922.04,122269.66,122025.87,122362.44,119985.63,115177.016,111896.24,103978.586
92866.015625,86620.16,82102.54,77992.1,76473.58,76672.414,75068.93,75117.445,80372.586,84916.7,88783.6,95658.71,100499.555,106363.984,110276.11,114176.9,114027.08,116387.11,115940.19,113512.11,110298.086,108751.125,101700.36,96279.07,92152.34,86459.305,81963.39,77594.17,74885.36,74846.86,76406.484,75814.55,78043.05,82759.89,88747.695,91987.836,98347.555,103878.375,108966.45,111572.18,114762.914,112375.28,112173.94,112458.54,110382.34,105958.375,102996.625,95838.984
5972.35107421875,5533.2397,5245.668,4794.919,4502.857,4329.211,3964.6367,3743.1487,3813.4775,3861.3208,3983.5688,4146.7295,4371.6055,4774.6646,5201.8267,5514.6797,5714.9214,6090.9272,6379.1567,6478.169,6489.946,6614.4917,6360.123,6121.879,5928.468,5564.38,5175.9136,4719.8184,4404.195,4269.2524,4012.1162,3845.377,3760.768,3786.4941,3932.593,4087.1482,4324.19,4666.027,5120.684,5405.133,5818.8467,5917.7324,6151.694,6441.8223,6502.4204,6465.027,6408.728,6055.9375
45032.8671875,42097.56,39907.83,37295.56,35479.043,34656.586,32782.047,31803.643,32994.547,34158.93,35345.863,37142.203,38858.992,41302.055,43526.633,45246.695,46060.31,47657.957,48848.04,48907.465,48781.31,49228.594,47606.69,45877.055,44274.55,41870.375,39540.723,36703.062,34766.72,33904.605,32667.281,32274.14,32516.11,33327.61,34857.316,36251.637,38223.562,40423.195,42620.566,44144.938,46264.023,46305.74,47116.363,48395.64,48646.668,47876.938,47661.38,45143.18
1305.95751953125,1245.1758,1180.5472,1123.9215,1088.704,1076.0835,1040.0161,1032.7062,1076.426,1130.2568,1160.6595,1210.6616,1250.9403,1308.7183,1338.7258,1365.3995,1379.9335,1384.299,1403.7836,1413.5654,1398.4253,1403.3634,1377.8403,1325.8419,1289.1083,1228.2465,1178.9506,1124.0809,1078.988,1067.6876,1046.708,1044.2982,1067.588,1108.1372,1162.5131,1190.3783,1242.1028,1277.9777,1333.6873,1346.1254,1369.245,1365.0613,1361.4468,1391.0459,1394.4904,1385.8182,1371.8289,1324.2776
22773.521484375,20872.05,19714.748,18724.148,18446.988,18682.355,18702.11,18919.951,20736.57,22207.232,23530.594,25207.363,26466.17,27761.09,28602.771,29578.66,29366.605,29636.277,29398.49,28180.744,27619.11,26965.547,24933.951,23276.07,22032.791,20760.363,19725.707,18470.234,18043.402,17947.5,18957.715,18750.73,19967.41,21587.658,22949.31,23917.404,25652.113,26968.191,27909.148,28476.893,29131.531,28201.629,28022.543,27411.613,27342.879,25515.268,25014.33,22974.352
1940.4180908203125,1754.0845,1638.3622,1540.879,1480.7909,1471.4277,1427.4714,1381.4553,1542.9929,1615.2439,1730.112,1836.5454,1910.9598,1991.2546,2101.2942,2166.8188,2210.169,2258.2349,2316.9817,2256.3564,2234.0881,2213.6611,2070.725,2000.292,1814.5852,1733.6486,1661.0128,1491.0795,1444.8799,1407.6279,1430.2646,1390.8136,1514.2542,1589.4581,1669.9968,1733.676,1824.6482,1965.534,2030.7349,2129.185,2184.3442,2168.8572,2181.062,2180.457,2204.4133,2078.9224,2090.0452,1945.4911
2885.64306640625,2630.3772,2492.427,2280.4734,2148.629,2069.225,1903.5154,1811.791,1902.5448,1977.0842,2066.47,2209.245,2313.9421,2477.1704,2656.6062,2816.164,2878.9773,2972.9077,3107.8386,3016.2874,3068.9966,3103.3381,2999.1714,2848.9573,2755.1511,2632.495,2456.756,2191.376,2060.7183,1915.2712,1876.29,1822.4932,1834.1045,1883.865,1965.1594,2075.7559,2256.399,2404.539,2517.771,2653.7363,2822.1726,2831.5505,2877.3645,2912.5083,3022.9727,2895.2363,2926.6536,2774.735
109333.4765625,101188.88,96199.555,91281.516,89627.1,90421.52,89848.7,89715.234,97092.69,103075.93,108603.52,116502.984,122541.65,129063.375,133873.86,138870.05,138327.6,139931.4,139257.83,134191.16,130765.34,128074.414,118866.94,111787.02,106815.57,101022.664,95590.37,90207.64,87280.45,87102.39,90337.22,90474.336,93554.555,99936.94,106922.67,111078.57,119226.3,125491.805,131203.38,134070.69,138306.98,133855.34,133320.02,131337.97,129812.11,122560.15,119785.94,110320.82
1888.784912109375,1781.999,1726.4808,1637.2916,1590.352,1565.8962,1526.8821,1514.0934,1553.0033,1634.2258,1682.7397,1807.3162,1880.6234,1981.8046,2090.5078,2144.599,2173.3865,2239.6726,2237.6926,2256.7793,2192.7114,2176.469,2062.3213,1965.536,1933.9497,1817.6896,1716.6261,1636.5406,1567.4156,1596.3188,1560.54,1564.8037,1545.1304,1602.2278,1723.8684,1776.7588,1866.5117,1964.3922,2093.2004,2135.5703,2218.4814,2200.0305,2230.3123,2302.1853,2213.2537,2187.7808,2132.791,2004.3282
3538.662353515625,3307.7942,3186.8293,2958.2014,2787.536,2718.0955,2574.5317,2466.5044,2578.1626,2683.4065,2769.6785,2996.818,3093.3386,3294.832,3493.36,3616.1353,3667.8726,3756.933,3862.3225,3767.995,3778.0955,3787.4946,3681.915,3498.2344,3478.79,3322.2864,3111.0981,2863.2568,2699.482,2545.5713,2503.9175,2516.9526,2467.002,2537.2983,2701.5989,2823.7144,3057.0422,3211.1113,3326.7827,3445.954,3646.327,3602.2249,3662.0168,3713.7974,3757.5967,3648.6528,3659.4353,3454.6057
3417.488525390625,3126.4543,2923.5557,2799.2964,2720.486,2747.2468,2693.3735,2713.5256,2923.5488,3139.5662,3349.819,3645.3645,3881.6006,4184.0596,4340.3613,4565.016,4536.724,4659.653,4622.7773,4502.2637,4328.611,4229.355,3845.3635,3595.595,3403.9558,3113.7163,2926.9658,2772.3765,2636.7295,2668.558,2739.0767,2737.1814,2859.0713,3036.6997,3321.396,3520.048,3846.579,4066.2944,4312.9814,4453.4614,4611.13,4480.2114,4446.467,4426.3164,4266.104,4093.657,3950.1675,3519.7146
3249.21826171875,3010.255,2810.152,2698.2349,2632.367,2676.793,2633.3977,2664.3499,2858.4414,3064.1982,3261.4775,3503.8093,3738.1082,4014.3196,4142.705,4339.8555,4315.917,4409.1055,4357.394,4223.884,4052.309,3971.3948,3627.0205,3406.4207,3216.4753,2990.6147,2823.3462,2694.5903,2573.8235,2592.1226,2678.6401,2675.2085,2802.936,2965.6716,3205.485,3386.5283,3671.055,3896.2988,4114.9097,4210.186,4355.6753,4229.9707,4176.138,4154.1953,4004.769,3850.589,3715.1128,3348.4546
1076.9903564453125,1016.0743,965.0806,913.7082,867.9603,853.8026,807.707,785.8281,812.1977,843.6391,888.3489,953.61096,998.16876,1066.8197,1111.7001,1152.5288,1168.3732,1195.0133,1208.3989,1192.0518,1180.8202,1184.5792,1126.0834,1090.65,1057.0779,1013.8357,963.11993,893.22784,856.58185,828.37634,803.97943,807.6782,812.6836,825.22095,875.8218,919.09564,977.0959,1050.2245,1088.8673,1121.5488,1167.5155,1158.2173,1158.6434,1188.25,1171.0629,1141.9497,1141.715,1081.985
34017.3828125,31570.17,30078.62,28726.283,28249.23,28287.03,27674.312,27771.973,29224.65,30912.824,32584.49,35164.227,37431.59,39810.18,41482.656,43394.5,43130.03,43819.363,43563.703,42428.58,41031.93,40343.88,37411.31,35151.324,33874.086,31792.38,29842.508,28481.387,27457.49,27648.293,28170.45,28129.602,28499.5,29996.975,32472.61,33931.223,36716.297,38818.863,41123.734,42185.965,43516.37,42319.79,42121.24,42013.96,40913.57,39211.16,37948.098,34994.324
152.9559783935547,138.56993,123.67617,114.0693,108.81973,114.46798,108.98418,109.89441,130.27834,142.8763,160.96495,178.82977,196.26988,215.15773,226.58057,239.2452,241.35907,239.15149,237.8664,222.11148,209.08546,202.4174,181.26234,162.43082,150.8714,135.38388,124.48594,107.85513,105.47574,106.73886,115.30531,118.54454,128.15672,141.94485,159.90625,173.37811,194.97942,207.28201,225.71384,230.84734,238.73137,226.55417,217.9524,213.4796,202.51279,187.31395,177.46854,159.08702
33377.75,30991.281,29538.916,28230.469,27763.92,27806.436,27217.107,27308.23,28728.627,30376.344,32006.26,34514.297,36722.113,39041.695,40665.336,42529.605,42268.13,42937.57,42686.1,41574.05,40212.73,39539.28,36673.367,34471.254,33223.64,31208.941,29308.744,27989.402,26989.191,27173.363,27688.717,27653.377,28016.137,29479.14,31883.945,33301.97,36017.824,38072.57,40312.895,41346.113,42642.367,41470.688,41275.836,41163.45,40088.992,38426.332,37206.27,34319.3
5030.658203125,4681.6914,4489.3623,4168.909,3930.8372,3761.0278,3534.252,3356.5112,3382.8452,3454.344,3501.6226,3689.8577,3871.967,4159.7236,4540.3647,4807.5776,4937.0107,5325.662,5488.053,5600.38,5572.5625,5633.1416,5369.5244,5164.801,5043.6777,4759.106,4392.7,4130.3584,3809.6633,3788.1306,3524.5527,3465.951,3302.791,3354.12,3512.7617,3595.225,3792.4521,4100.4795,4496.0654,4702.1157,5114.2656,5147.14,5403.63,5657.094,5618.561,5595.098,5523.6875,5161.5215
16852.57421875,15751.415,15145.265,14137.094,13481.792,12995.349,12339.389,11879.617,12070.929,12388.418,12636.619,13371.817,13966.331,14886.329,15999.666,16735.855,17111.602,18145.117,18612.744,18913.172,18765.645,18922.457,18007.209,17323.629,16904.225,15994.668,14885.288,14053.115,13145.053,13087.324,12394.421,12219.686,11826.303,12106.078,12722.658,13025.323,13691.147,14671.757,15882.318,16472.55,17581.584,17635.652,18328.135,19136.303,18954.531,18758.084,18533.137,17411.879
35697.07421875,33419.723,31792.586,30058.273,29211.027,28952.861,27866.104,27554.094,28786.523,30304.83,31430.723,33751.902,35639.88,38110.133,39948.227,41560.168,41939.51,43417.543,43525.613,43418.56,42047.3,41801.39,38877.66,37114.57,35725.582,33573.527,31731.723,30011.414,28679.023,28825.824,28458.943,28268.578,28549.361,29727.58,31825.562,33078.465,35132.89,37444.21,39865.31,40982.4,42637.227,42168.773,42490.895,43365.56,42098.582,41062.18,39955.414,37190.156
381.74835205078125,343.72968,324.82324,301.58752,297.3444,299.03625,297.6708,296.78986,331.4263,358.0579,383.1408,421.24136,447.19836,479.3198,501.85858,523.3981,524.35596,532.77014,525.93335,505.9889,484.88104,470.48297,427.1411,389.0878,374.02512,346.63702,322.51465,298.86682,285.99063,289.28152,304.35123,304.6302,312.3418,343.45105,377.7292,395.1998,434.09088,460.98486,493.47217,506.7214,524.9301,505.22284,503.6236,496.84656,485.11703,451.69348,433.9241,390.76816
2461.01220703125,2267.097,2128.6997,2032.7526,2000.4258,2037.1279,2052.5664,2079.48,2237.3071,2409.8606,2605.5574,2768.6902,2901.873,3052.581,3132.163,3208.61,3181.877,3166.2148,3131.2668,3055.0876,2922.6177,2861.0615,2680.0266,2527.764,2371.461,2263.6914,2115.6758,2021.5912,1966.8502,1973.1246,2058.2231,2098.2554,2185.4614,2338.6904,2542.9846,2671.9878,2866.4775,2962.3396,3091.2979,3138.899,3162.3267,3045.4075,3017.8796,2958.2175,2901.687,2781.0754,2713.3435,2496.663
2008.0380859375,1892.1716,1811.8767,1713.0895,1631.3298,1591.4347,1537.9667,1499.3828,1521.2761,1568.4105,1596.5868,1682.3828,1771.4268,1883.4948,1993.9995,2081.992,2119.1448,2226.502,2293.6086,2327.8083,2294.2976,2312.7166,2171.9312,2091.7683,2018.299,1914.9781,1776.8066,1711.5482,1610.3176,1628.8389,1533.6599,1541.0046,1513.1826,1566.8987,1629.0067,1680.0488,1725.8007,1864.62,2008.9209,2063.0117,2193.4673,2180.1313,2260.0288,2358.4414,2302.8635,2278.252,2252.141,2100.059
