V1,V2,V3,V4,V5,V6
1695.0633544921875,1717.1278,1735.0735,1759.1355,1777.6644,1807.8745
3405.650634765625,3475.093,3529.772,3607.3413,3667.7112,3755.1091
1162.6990966796875,1175.0845,1184.9482,1199.2723,1211.011,1229.7577
3994.569091796875,4075.629,4138.9834,4231.985,4304.5786,4410.952
2430.5107421875,2283.4502,2512.2495,2454.2925,2291.6313,2545.375
3867.03466796875,3958.28,4041.2974,4118.3506,4178.957,4229.656
4768.26220703125,4918.108,5056.182,5181.938,5306.816,5394.8047
14746.3369140625,15042.956,15319.47,15544.504,15766.631,15903.396
5758.5546875,6104.532,6398.2607,6745.1396,7051.258,7394.782
2896.379150390625,3043.3516,3175.3628,3315.1665,3448.961,3585.2393
10181.4248046875,10557.473,10891.067,11233.496,11559.223,11812.545
10136.1064453125,10437.23,10710.842,10989.521,11257.134,11484.921
6353.83984375,6793.0146,7155.1943,7572.833,7962.1177,8332.513
6362.56005859375,6802.339,7164.87,7583.1357,7972.751,8343.792
6851.83056640625,6853.762,6877.527,6876.88,6855.911,6886.0405
2510.1904296875,2532.9695,2554.7896,2575.79,2597.2764,2617.8022
18572.158203125,18756.379,18943.809,19109.469,19283.434,19453.164
8169.30078125,8221.908,8280.388,8324.402,8376.257,8436.718
17499.3984375,18675.127,19642.227,20827.27,21845.855,23138.598
19047.306640625,21134.016,22819.781,25069.633,27021.91,29423.727
8746.3203125,9567.561,10268.395,11084.669,11816.361,12619.836
2693.39453125,2936.3088,3138.4966,3384.7695,3596.9536,3847.0825
11830.248046875,13057.635,14068.025,15331.992,16399.828,17719.766
2097.8818359375,2237.3997,2348.7998,2485.6475,2606.2192,2742.8325
10091.44140625,10407.777,10704.92,10944.842,11241.499,11455.739
10056.0166015625,10199.293,10327.102,10464.918,10599.7,10747.805
10097.6064453125,10367.8545,10615.631,10867.561,11115.434,11347.143
9965.9619140625,10025.912,10132.948,10219.944,10298.067,10405.961
10329.939453125,10768.627,11221.62,11563.607,11939.845,11702.01
10330.212890625,10915.607,11469.975,11956.487,12482.506,12948.702
13361.1318359375,13828.842,14253.742,14725.223,15177.822,15666.521
10545.234375,11003.18,11468.849,11991.395,12476.454,13060.316
10175.9453125,10609.434,10968.068,11399.489,11766.332,12163.844
10082.552734375,10214.059,10325.635,10403.537,10483.249,10467.644
10094.392578125,10117.139,10177.55,10192.059,10200.541,10185.579
10143.4111328125,10417.707,10680.852,10923.678,11160.805,11316.117
10047.05859375,10035.975,10064.311,10074.712,10077.315,10123.889
10072.10546875,10139.677,10272.823,10340.737,10351.893,10327.287
10282.6171875,10745.462,11126.654,11573.858,11979.355,12370.892
10125.771484375,10228.894,10298.674,10373.398,10417.711,10584.211
10230.0849609375,10268.277,10311.626,10296.742,10281.03,10480.597
10121.6689453125,10156.503,10150.789,10163.025,10165.23,10186.239
10156.8427734375,10251.086,10324.742,10415.27,10474.255,10580.602
10118.66015625,10384.138,10622.881,10881.354,11100.811,11449.092
9870.3095703125,10300.723,10687.207,11055.985,11431.255,11660.456
5038.9912109375,5053.398,5219.7246,5235.3247,5245.825,5280.368
3718.6826171875,3610.6953,3689.8882,3583.333,3449.4133,4088.2625
4487.7490234375,4739.0166,4946.3135,5182.925,5395.169,5576.0386
10910.9580078125,11063.652,11400.243,11484.758,11503.419,11464.618
9542.423828125,9976.306,10368.166,10753.346,11131.346,11397.318
3727.859375,3729.7634,3734.31,3738.036,3740.0706,3742.4775
1579.7012939453125,1621.5398,1657.8672,1707.474,1740.5327,1786.6185
2570.138427734375,2597.0361,2629.479,2635.1333,2653.4094,2685.3975
9993.7783203125,10041.135,10220.607,10338.952,10488.051,10422.115
9909.83203125,9818.297,9763.783,9746.293,9676.975,9900.156
890.282470703125,994.6468,1126.5734,1213.3708,1298.3976,1252.5994
6247.1962890625,6213.464,6220.437,6257.947,6253.579,6320.6313
7939.65234375,8067.652,8182.5435,8341.792,8460.993,8633.005
1802.177978515625,1771.6348,1822.3823,1842.7979,1857.4182,1799.3138
8095.71337890625,8090.644,8118.4976,8111.118,8110.575,8119.2637
6700.98779296875,6704.13,6709.296,6703.751,6694.7217,6715.5034
6475.6904296875,6472.0522,6467.99,6479.8633,6481.945,6498.1475
7353.123046875,7393.8657,7446.126,7493.928,7528.595,7582.157
6426.69580078125,6454.837,6478.99,6494.0435,6511.575,6521.219
8794.552734375,8823.034,8836.613,8855.658,8884.902,8855.867
8119.7763671875,8132.4927,8150.099,8155.7334,8161.0312,8158.625
8431.103515625,8436.506,8421.721,8428.758,8407.438,8537.045
1592.4881591796875,1602.2411,1609.2457,1629.7148,1632.9243,1694.8082
8989.955078125,9029.907,9064.716,9095.983,9118.694,9079.63
3540.044921875,3562.9116,3591.5408,3629.0593,3660.0945,3716.7615
1792.79541015625,1809.4608,1839.6223,1852.1704,1866.476,1925.0916
2086.48388671875,2090.9985,2091.7131,2092.2388,2090.9705,2103.0886
2151.444580078125,2162.7207,2172.88,2185.4075,2202.1467,2191.3896
3147.69873046875,3153.148,3140.5293,3159.6094,3146.3567,3160.1804
1243.10986328125,1258.1305,1255.952,1265.4114,1270.1147,1337.9741
2553.723388671875,2578.1956,2600.0835,2627.095,2654.6123,2670.1853
2031.8201904296875,2035.8317,2043.7069,2039.1963,2036.1508,2053.1528
2727.76953125,2734.7078,2744.0293,2728.4443,2720.571,2825.4326
1247.6141357421875,1247.8954,1229.9192,1240.0349,1244.7705,1250.9597
1820.0477294921875,1815.9442,1812.062,1814.7864,1816.7197,1816.6134
1899.92919921875,1895.2198,1891.6943,1886.751,1881.1543,1904.4045
1639.8089599609375,1635.3708,1637.7844,1633.1956,1631.9414,1641.7563
2169.44482421875,2160.7234,2166.1797,2156.6938,2152.6553,2152.909
2245.355224609375,2238.2087,2239.1753,2228.4717,2224.7844,2360.4038
1790.7821044921875,1777.4004,1754.9906,1748.6346,1736.14,1807.4316
2492.335693359375,2486.906,2487.5813,2478.6035,2467.5837,2504.2073
1912.1329345703125,1916.6495,1933.5178,1912.6216,1897.8783,1988.1876
3720.386474609375,3701.8438,3668.5278,3686.3171,3674.5823,3772.8577
2194.688720703125,2183.478,2181.7253,2172.3955,2168.5771,2198.8274
2370.252197265625,2404.5288,2436.359,2474.8096,2508.2544,2567.9858
2464.76953125,2486.0037,2480.618,2517.4302,2512.9897,2539.7683
7989.08056640625,7972.472,7961.938,7959.5435,7938.1177,7982.015
4328.68017578125,4391.5703,4351.277,4425.102,4488.1084,4442.421
6953.02587890625,6967.0713,6989.411,6990.5747,6981.0103,7015.843
9484.490234375,9540.657,9577.702,9634.571,9689.232,9753.973
3535.651611328125,3518.6934,3493.8364,3488.5984,3467.6133,3501.3445
6788.69775390625,6786.083,6796.6143,6803.393,6809.8706,6802.171
8291.8515625,8293.949,8318.089,8319.97,8318.685,8318.994
7256.91552734375,7259.4365,7259.4946,7261.382,7263.2373,7266.396
4779.64697265625,5026.166,5272.8545,5528.0605,5733.997,5955.0557
10758.4609375,11266.982,11703.533,12214.365,12672.003,13161.084
8533.6357421875,8988.78,9365.013,9867.288,10296.236,10832.908
3317.65673828125,3534.7368,3723.6875,3928.543,4128.383,4311.6367
3338.087158203125,3461.4368,3571.6096,3696.6301,3799.2227,3907.7515
11624.0283203125,11825.313,12009.934,12209.545,12395.186,12532.997
10121.48046875,10559.891,10909.963,11350.725,11696.955,12168.395
6217.52978515625,6425.7495,6600.855,6815.506,6973.9595,7187.214
4226.9013671875,4442.971,4652.2183,4829.873,5044.884,5245.673
4717.25146484375,4778.5615,4833.6196,4902.6377,4948.2417,5033.495
4531.33154296875,4738.7554,4930.026,5156.75,5323.664,5529.502
5169.2373046875,5354.0767,5517.262,5709.2104,5869.273,6094.9814
12913.421875,13603.874,14183.516,14878.817,15454.008,16107.809
8109.73828125,8391.514,8654.371,8924.513,9117.648,9405.178
2219.90185546875,2345.7407,2453.3699,2577.319,2685.6538,2806.265
6838.5341796875,6968.823,7083.5557,7221.7124,7308.929,7448.8984
2889.921142578125,3040.4126,3166.8228,3315.9639,3442.3098,3570.2856
8514.1318359375,8755.057,8958.793,9197.21,9439.709,9713.497
1998.9921875,2074.3228,2143.1716,2203.7654,2263.4653,2338.3213
7769.0283203125,7900.6914,8038.346,8276.251,8406.09,8690.41
9782.580078125,10193.236,10577.766,11105.51,11538.068,12160.721
3263.37255859375,3289.0703,3293.6123,3308.4443,3313.55,3391.742
12092.3427734375,12516.041,12866.56,13266.036,13578.934,13862.873
3303.827392578125,3427.6438,3533.523,3657.6272,3761.1157,3870.63
3078.7041015625,3276.9998,3449.4785,3633.9634,3814.1995,3975.5437
3334.943115234375,3457.8105,3567.7625,3692.2646,3794.4238,3901.4565
5169.89013671875,5416.5557,5642.6865,5927.925,6157.9937,6485.5938
3040.942626953125,3106.315,3165.8726,3241.372,3300.575,3383.5461
8974.9658203125,9047.249,9124.154,9162.996,9214.991,9218.577
11825.4189453125,12261.506,12629.895,13089.508,13432.521,13956.64
2975.45458984375,3102.963,3197.4773,3321.8047,3434.225,3563.1787
7047.7919921875,7161.83,7264.6445,7361.512,7470.3945,7593.153
9803.6103515625,10143.582,10488.558,10884.224,11196.405,11713.92
15251.66796875,16050.533,16810.465,17818.018,18612.54,19820.316
13505.564453125,13993.449,14408.073,14875.625,15297.173,15727.77
3308.6611328125,3436.8604,3540.3296,3680.1475,3783.897,3929.2065
8544.36328125,9012.554,9405.519,9874.593,10284.176,10737.184
6423.673828125,6683.6816,6906.5,7181.411,7409.175,7698.0283
3157.94287109375,3322.5498,3467.2056,3612.5972,3761.4304,3874.577
2118.065185546875,2119.492,2109.055,2120.0085,2128.9468,2183.1729
18474.685546875,18921.996,19277.97,19700.697,20026.088,20348.738
3250.7265625,3356.363,3447.3684,3540.1987,3619.3274,3677.1277
3529.328369140625,3545.592,3560.7275,3564.2363,3571.933,3596.074
1147.386474609375,1144.9723,1154.1003,1153.5656,1154.7188,1153.3447
4008.899658203125,4209.628,4395.189,4574.915,4743.392,4859.9546
1568.7650146484375,1623.4624,1682.4518,1760.1079,1817.2214,1917.2754
1952.4866943359375,1969.3596,1981.98,1996.9652,2008.2292,2036.565
4062.452880859375,4149.9473,4241.328,4347.7466,4414.035,4550.7285
8764.3515625,9106.83,9397.307,9736.922,10038.259,10350.343
2228.6474609375,2270.792,2319.1301,2360.2424,2393.0112,2439.311
11567.306640625,11838.422,12070.719,12341.194,12575.873,12844.442
2015.0609130859375,2042.6805,2066.877,2093.5864,2117.8196,2141.8298
1338.1790771484375,1335.0537,1333.2141,1331.8304,1328.3784,1333.686
2046.8857421875,2057.3657,2067.4265,2076.6648,2085.0964,2092.0938
4591.09130859375,4620.6016,4646.6016,4674.4688,4699.685,4722.35
2223.933837890625,2222.6777,2221.9487,2221.2766,2219.7332,2221.676
9995.087890625,10125.518,10242.1875,10365.307,10476.9795,10584.124
7461.9189453125,7582.3896,7831.5176,8011.579,8133.5166,8478.852
4184.2998046875,4357.7246,4479.7715,4648.995,4825.0024,4994.7314
5254.91064453125,5266.9893,5256.9795,5298.1006,5326.0005,5358.8076
10882.244140625,10985.14,10905.327,11009.05,11098.12,11266.271
8818.68359375,8882.106,8819.915,8889.222,8972.713,9085.651
12087.609375,12302.836,12381.452,12644.428,12883.688,13157.417
10170.7978515625,10233.515,10174.58,10243.464,10336.344,10449.756
3209.9912109375,3233.566,3216.9238,3236.7354,3263.0625,3298.7708
5504.58447265625,5526.628,5430.7417,5501.2305,5562.776,5723.1167
6863.82958984375,6910.6562,6879.151,6913.063,6943.7847,7058.1934
4658.361328125,4654.969,4616.73,4656.881,4662.3135,4791.5513
5185.359375,5154.5947,5142.814,5154.0356,5124.6675,5235.1416
7888.4306640625,7907.954,7830.221,7859.283,7945.253,8140.398
5673.24462890625,5745.323,5780.476,5700.6606,5684.323,6032.573
10843.541015625,10926.026,10833.13,10929.186,11019.995,11192.24
3418.435546875,3405.7097,3370.0376,3361.3877,3328.0176,3483.4653
4701.30126953125,4786.4688,4840.3413,4918.082,4977.385,5049.473
3373.23046875,3364.877,3361.7432,3369.6567,3365.163,3452.4312
8864.8916015625,8928.587,8866.352,8935.417,9019.194,9133.065
7109.26953125,7218.3223,7223.6577,7354.219,7467.8984,7612.709
2996.445556640625,2996.1528,2973.4553,2976.6228,2980.2239,3002.078
4838.68505859375,4921.046,4981.9136,5041.832,5101.615,5220.1787
4669.77880859375,4665.1724,4625.992,4664.9873,4669.0107,4797.5225
5285.77734375,5535.7915,5214.2314,5816.0234,5779.3774,5566.8086
2944.65185546875,2952.5923,2954.301,2944.1033,2943.9053,3000.4622
7590.32177734375,7602.004,7594.4336,7592.6,7621.052,7673.457
4831.7060546875,4896.121,4927.896,4996.749,5025.743,5099.352
3001.072509765625,3015.6946,2999.9158,3027.1218,3039.2825,3112.204
8243.8935546875,8456.386,8719.839,9122.245,9362.59,9671.447
1438.0323486328125,1450.7428,1440.6882,1453.75,1465.2683,1489.6658
8035.8779296875,8410.744,8714.582,9078.884,9413.923,9815.881
11487.7939453125,11496.486,11464.835,11476.577,11417.329,11590.074
1484.103271484375,1495.4324,1497.2272,1500.4985,1509.9614,1548.2832
8896.3271484375,8948.855,8797.76,8859.645,8906.929,9222.409
6815.1494140625,6776.129,6761.792,6789.718,6745.066,6937.4443
10111.490234375,10191.694,10084.802,10236.862,10339.468,10520.136
1127.9488525390625,1137.9348,1134.1542,1145.2646,1155.6257,1174.8761
9674.607421875,9756.664,9670.232,9751.201,9837.524,9976.297
4355.9921875,4363.0596,4328.4316,4336.464,4324.2334,4484.321
4243.84423828125,4235.041,4243.245,4216.388,4184.1704,4311.926
5232.83837890625,5263.513,5192.183,5220.704,5208.9604,5267.434
1132.3160400390625,1141.8152,1132.2968,1142.3452,1152.7109,1167.5488
4776.38525390625,4786.5015,4786.467,4828.9746,4862.712,4930.0312
6369.87451171875,6375.447,6387.2866,6381.3774,6381.9995,6392.167
9656.2080078125,9736.078,9656.34,9738.7295,9826.412,9957.188
7475.8232421875,7485.812,7481.1753,7494.5977,7483.286,7588.6685
7245.8173828125,7350.423,7472.463,7637.935,7762.8906,8077.8867
7208.029296875,7292.327,7396.192,7529.397,7636.2227,7827.857
3798.180908203125,3814.2117,3782.1921,3809.9714,3833.5493,3885.7876
3356.787841796875,3402.7385,3390.2996,3420.1592,3447.5935,3468.9634
3846.6357421875,4122.0957,4354.992,4614.327,4844.9707,5047.674
6958.3076171875,7400.32,7786.3716,8209.303,8526.154,8930.844
2639.080322265625,2652.2795,2656.4968,2653.782,2650.9084,2657.387
4025.150390625,4054.7283,4076.35,4097.6357,4120.5347,4110.485
19196.265625,20015.344,20703.146,21517.91,22208.152,22909.092
14551.6083984375,15398.875,16206.764,16938.166,17781.402,18323.717
9202.810546875,9721.302,10118.118,10617.82,10981.678,11364.807
8859.0068359375,9335.581,9700.657,10170.932,10590.98,11079.316
6082.9423828125,6262.2593,6428.134,6616.604,6775.476,6983.874
16720.4609375,17595.176,18299.137,19256.352,20041.256,21115.615
4081.04248046875,4228.1753,4375.1523,4511.6475,4643.0273,4790.1816
3197.603759765625,3428.2065,3621.583,3851.5415,4052.7134,4278.8545
12193.224609375,12807.29,13331.76,13941.154,14462.713,15001.023
11401.990234375,12034.727,12579.143,13236.963,13803.913,14462.504
10222.146484375,10247.939,10281.734,10317.6045,10350.179,10379.513
9585.2236328125,9634.417,9670.783,9709.524,9745.068,9778.401
10010.123046875,10003.446,9996.239,9991.889,9972.195,10000.937
8506.5908203125,8465.949,8460.603,8429.383,8409.963,8484.492
4455.01953125,4597.89,4695.3174,4811.202,4916.374,5012.5034
7216.34765625,7281.8716,7339.4443,7415.42,7458.8364,7538.77
10122.4697265625,10563.06,10934.224,11385.927,11737.185,12136.582
3642.466796875,3747.9043,3838.08,3937.0786,4024.646,4098.8296
2010.21728515625,2014.096,2008.7249,2008.39,2011.8143,2046.822
7352.1513671875,7532.9624,7688.746,7826.57,7961.252,7990.335
3216.44189453125,3333.1235,3432.836,3539.9595,3630.3367,3702.7876
4233.07470703125,4276.823,4338.6167,4388.0713,4436.3022,4494.13
1144.25048828125,1141.8912,1151.13,1150.7025,1151.8693,1150.3542
3177.134033203125,3189.9336,3198.857,3225.9983,3238.603,3250.5022
2275.943603515625,2288.626,2305.7288,2316.5747,2321.0398,2343.914
12286.16015625,12613.158,12958.795,13289.463,13613.266,14022.387
6977.9765625,6937.0776,6945.396,6919.8477,6893.618,7021.571
2581.400634765625,2658.6377,2721.198,2803.739,2869.809,2957.2422
1984.553466796875,2024.3671,2062.9827,2092.5564,2122.5422,2141.6995
10406.9560546875,10598.504,10817.901,11044.342,11217.51,11518.98
4310.3193359375,4395.6084,4465.6406,4570.924,4651.101,4769.111
9741.84375,9921.653,10089.248,10329.2295,10514.229,10716.585
13158.23046875,13685.545,14144.664,14656.403,15088.041,15538.766
6934.98876953125,7137.485,7288.1357,7519.0234,7690.789,7876.929
1676.196533203125,1737.8517,1791.4675,1853.3618,1907.5775,1959.1802
2265.08447265625,2358.901,2440.5093,2531.0972,2609.9973,2690.752
8279.1845703125,8234.379,8181.335,8177.2593,8151.91,8189.655
4744.6650390625,4960.868,5193.6836,5360.728,5532.048,5628.5957
3854.129638671875,3824.1746,3818.422,3817.9966,3814.3176,3857.479
1945.9599609375,1998.0458,2044.6953,2100.5,2145.7056,2209.7964
991.4820556640625,994.56555,994.1869,997.04,995.3341,1010.71216
2644.9150390625,2725.9688,2801.5884,2876.5793,2950.942,3000.768
2200.11669921875,2321.5405,2432.9492,2552.062,2673.1055,2832.8613
6764.703125,6959.4985,7088.8774,7282.303,7379.914,7546.3447
4651.20458984375,4849.425,5024.024,5238.561,5419.496,5703.8633
8167.357421875,8334.847,8473.316,8618.014,8755.956,8871.631
8502.400390625,8763.014,8982.85,9295.037,9561.231,9918.181
3642.19873046875,3747.315,3837.0896,3935.9932,4023.2144,4097.515
10813.3779296875,11126.248,11402.28,11717.705,11960.73,12253.301
4084.743408203125,4366.415,4605.4893,4888.505,5135.831,5415.073
3125.849609375,3189.1182,3241.031,3300.1987,3348.672,3388.58
7780.47265625,7700.085,7657.343,7635.1743,7583.7363,7725.372
4002.55712890625,4090.4805,4153.514,4249.3374,4323.2837,4423.883
1125.7952880859375,1127.8591,1129.135,1127.4941,1127.786,1133.6064
10406.0400390625,10600.487,10822.361,11051.146,11226.988,11529.986
8493.80078125,8616.234,8575.216,8777.562,8865.963,8797.029
6768.5966796875,6861.0103,6944.7563,7073.639,7158.57,7305.965
8950.9267578125,9108.07,9245.752,9418.301,9550.491,9767.229
8213.39453125,8239.81,8236.699,8232.615,8233.565,8331.371
1074.77685546875,1087.5935,1095.6855,1107.6785,1112.6427,1117.7616
4551.44775390625,4554.544,4552.7007,4559.1104,4572.051,4565.527
1735.871826171875,1737.4033,1731.7281,1738.3945,1736.5876,1746.4171
7429.77734375,7406.2603,7391.333,7403.8403,7394.3574,7421.1055
3259.923583984375,3332.9666,3389.408,3463.9949,3524.8374,3598.265
2433.699951171875,2424.7395,2420.2505,2414.9827,2407.174,2423.9866
3719.09375,3747.6265,3783.9817,3866.6086,3937.1191,4055.519
3970.65283203125,4026.146,4094.077,4185.691,4248.176,4370.825
4789.42041015625,4793.476,4800.038,4802.7363,4804.7607,4802.6514
1412.08056640625,1404.8711,1406.8245,1401.4113,1396.1597,1416.7477
2033.603271484375,2056.1062,2074.7842,2116.6826,2144.2646,2181.4587
1732.4320068359375,1733.3159,1727.4304,1733.514,1731.4653,1741.1707
2123.30810546875,2110.456,2100.28,2101.953,2089.407,2120.0088
1805.8326416015625,1801.8918,1795.779,1804.5692,1801.0052,1842.8378
8353.1884765625,8403.405,8381.496,8570.172,8687.318,8848.257
2728.84521484375,2718.2905,2726.1648,2721.317,2722.5352,2731.4595
3472.22705078125,3531.885,3574.3623,3600.4587,3613.2615,3708.4565
4057.874267578125,4096.9536,4129.5835,4166.245,4194.3525,4233.2046
8797.1025390625,8995.79,9165.814,9313.283,9458.545,9478.851
5005.78271484375,5040.7515,5097.4185,5138.8413,5178.6406,5234.4907
1690.7939453125,1747.5894,1804.3917,1844.5819,1897.4863,1924.1887
1556.925048828125,1559.739,1575.7867,1572.5823,1571.4064,1579.7535
1423.87353515625,1426.0525,1426.983,1425.6896,1425.9817,1433.3849
1133.764892578125,1145.363,1150.4388,1165.6614,1174.1262,1190.0249
6170.931640625,6344.893,6505.4404,6701.047,6846.4136,7019.787
3802.08447265625,3888.1235,3942.94,4081.4229,4182.4053,4327.527
9908.0185546875,10257.197,10562.768,10914.757,11234.534,11559.748
6124.60791015625,6147.5596,6162.167,6164.4136,6163.687,6227.8823
12348.822265625,12548.561,12781.827,13023.322,13203.34,13536.217
6408.0390625,6525.585,6629.5605,6743.9688,6840.686,6984.7207
4144.68359375,4152.5664,4149.7783,4156.12,4162.571,4177.633
8007.99365234375,8282.699,8468.094,8736.777,8925.508,9138.181
8537.99609375,8816.841,9034.418,9347.191,9589.603,9958.185
996.4827880859375,990.79504,984.33044,984.54047,981.58374,987.31665
7831.5205078125,7989.7744,8128.352,8296.205,8430.082,8594.213
5990.43505859375,6137.151,6262.9375,6416.8525,6553.7236,6733.296
4090.3173828125,4203.4517,4297.2246,4402.128,4498.564,4592.267
4446.95166015625,4538.6353,4627.906,4698.08,4749.899,4898.676
1483.2275390625,1512.3943,1539.4966,1569.3092,1586.434,1630.1562
2366.7734375,2369.7742,2372.4707,2372.1274,2372.771,2394.1614
2968.5400390625,2984.1545,3003.1392,3017.4875,3031.3054,3035.4863
4852.59765625,5002.795,5124.621,5307.676,5470.0,5635.1294
12465.36328125,12585.874,12693.602,12836.753,12941.389,13136.902
1993.344970703125,1998.2195,2000.4456,1997.7615,1999.6475,2023.3807
5162.9228515625,5215.813,5253.7427,5288.825,5314.5835,5376.1914
2408.662109375,2439.864,2469.4473,2511.9956,2544.5183,2594.003
2219.59814453125,2230.9958,2242.0535,2248.4346,2258.7065,2283.757
3572.611328125,3601.4084,3628.0513,3645.7742,3660.178,3674.5098
1618.4498291015625,1647.1821,1675.3523,1705.9282,1722.6747,1770.8817
1161.84326171875,1160.8496,1156.7799,1157.1431,1155.9897,1161.8383
1490.0469970703125,1492.9438,1493.5393,1494.6903,1496.5713,1499.4446
11944.4619140625,12052.718,12138.201,12307.659,12411.027,12597.789
1803.638427734375,1835.4557,1861.4464,1888.114,1914.2969,1935.1096
2687.23388671875,2703.5308,2709.78,2720.5947,2716.5457,2759.2607
1551.5823974609375,1567.1719,1581.9592,1595.5142,1607.9231,1618.4241
5933.94189453125,5983.031,6030.2734,6095.103,6145.1226,6227.625
1067.74853515625,1070.9742,1073.1476,1071.3711,1069.2896,1081.7656
7709.66650390625,7750.014,7761.2275,7769.214,7786.993,7809.576
5397.71875,5556.0186,5696.2764,5857.672,5998.5156,6130.752
4391.373046875,4526.932,4658.825,4788.115,4912.2705,5027.79
1528.563232421875,1550.6328,1570.5712,1590.5511,1605.926,1622.1565
1331.929443359375,1340.7125,1348.4501,1356.8546,1364.46,1371.8749
2656.8896484375,2696.6865,2732.7393,2769.5728,2803.1216,2833.4026
2272.765380859375,2342.8113,2403.529,2471.6736,2532.9138,2595.0447
19901.552734375,21073.09,22036.297,23197.254,24204.14,25484.15
11316.1015625,12294.04,13120.143,14182.768,15118.922,16101.977
18919.322265625,19843.922,20630.06,21488.184,22255.295,22912.793
2229.52294921875,2188.5874,2205.3047,2179.7068,2156.4524,2220.3777
3658.58154296875,3806.3682,3932.8154,4071.6619,4201.923,4340.404
8545.0263671875,8968.215,9326.585,9739.611,10115.088,10548.141
6145.6484375,6653.703,7083.6294,7581.556,8024.698,8401.033
6510.57861328125,6745.297,6924.038,7144.649,7339.8755,7487.398
2443.528076171875,2528.3938,2606.979,2688.4155,2770.3667,2856.5696
3810.34326171875,3984.3796,4138.038,4307.477,4461.5723,4585.878
1853.819091796875,1906.8138,1976.3772,2058.769,2119.713,2181.622
10450.8134765625,10801.739,11098.441,11459.479,11764.411,12179.309
4590.14794921875,4894.8765,5161.6367,5479.833,5759.799,6086.873
3233.579833984375,3450.893,3636.142,3854.366,4047.8706,4255.85
2532.177978515625,2651.7969,2747.9153,2874.8342,2973.6182,3114.0127
13919.677734375,15294.996,16441.807,17932.984,19204.5,20644.309
19579.154296875,20428.809,21163.738,21946.16,22657.33,23281.219
4206.693359375,4384.9507,4528.824,4719.37,4886.3745,5096.9595
5180.41357421875,5394.6655,5578.397,5792.9565,5982.2637,6212.615
9997.572265625,10484.811,10907.103,11379.34,11847.824,12298.1
8066.4970703125,8530.15,8951.627,9519.32,10025.76,10637.409
10284.65625,10557.033,10792.714,11221.18,11487.002,11816.998
2046.248291015625,2113.1006,2165.048,2230.8835,2282.932,2326.8699
5833.5322265625,6349.172,6758.5913,7328.7046,7810.8545,8392.669
8750.0732421875,9043.464,9299.36,9629.498,9908.346,10226.245
3433.9560546875,3692.8872,3903.2124,4169.604,4399.6436,4660.4307
9888.7197265625,10474.381,10959.355,11560.101,12058.162,12663.115
3754.3056640625,3963.6113,4132.6353,4329.425,4508.5684,4645.226
11371.328125,12439.013,13364.286,14468.791,15448.189,16189.432
2236.00341796875,2400.982,2537.4443,2712.4321,2850.6533,3010.6436
15465.9892578125,15822.713,16168.625,16493.203,16806.395,17113.207
1200.629150390625,1135.1718,1100.254,1083.8575,1032.0637,1171.3899
2194.174072265625,2380.3577,2536.5815,2719.7412,2886.537,3068.3406
