V1,V2,V3,V4,V5,V6,V7,V8
1609.328857421875,1616.5513,1623.3815,1632.6975,1639.5988,1645.5294,1652.4564,1659.7085
13569.7431640625,13627.171,13690.302,13781.745,13838.842,13883.846,13948.118,14020.298
17762.134765625,17922.217,18058.805,18265.48,18400.607,18530.848,18680.148,18841.568
17319.5625,17476.76,17611.383,17814.307,17947.469,18074.812,18221.918,18380.244
1685.4696044921875,1692.4269,1702.0525,1710.3712,1717.3768,1723.73,1732.8965,1738.8676
6805.28271484375,6808.842,6808.5415,6805.8623,6799.012,6803.8765,6804.622,6800.938
4519.81103515625,4519.686,4520.843,4520.305,4515.4043,4516.4014,4517.3076,4517.5454
2201.058837890625,2197.8281,2196.2869,2191.9631,2188.5752,2187.656,2186.7905,2181.8237
3471.69677734375,3487.4568,3464.6152,3523.4177,3469.7512,3490.7603,3459.6238,3518.0168
12290.7548828125,12297.314,12256.932,12308.9795,12257.471,12272.217,12227.349,12280.647
33602.98828125,34182.15,34571.79,34660.91,35004.414,35674.37,36030.45,36162.574
1106.2659912109375,1107.8622,1105.9058,1108.6715,1104.0114,1106.5315,1104.1222,1106.6663
2373.77587890625,2387.5688,2395.453,2408.642,2416.5508,2429.865,2439.558,2449.775
3855.92578125,3861.0713,3835.8845,3870.105,3825.7622,3840.4631,3816.1033,3848.5967
8403.443359375,8388.084,8318.084,8420.126,8308.12,8316.301,8251.446,8349.747
8616.09375,8591.867,8488.996,8563.99,8628.12,8591.089,8493.442,8558.739
1082.10888671875,1081.9241,1078.837,1082.2344,1078.9052,1079.7006,1075.9956,1079.4128
7212.83935546875,7218.4087,7214.041,7206.1167,7208.9414,7212.2305,7205.0615,7196.8423
1572.9404296875,1583.2854,1589.7755,1600.0824,1606.3918,1616.0789,1624.0963,1632.2251
4003.538330078125,3999.3748,4000.0134,3998.1226,4001.1982,3997.8792,3998.7102,3995.802
5934.88671875,5921.8984,5925.1157,5919.516,5937.101,5924.3794,5925.7695,5917.5703
9018.7265625,9041.66,9031.57,8972.123,9002.829,9026.133,9001.318,8940.559
21180.29296875,21292.553,21346.545,21418.605,21491.818,21595.152,21662.133,21712.906
2450.798095703125,2430.769,2426.9116,2444.2212,2429.3503,2407.8872,2407.3623,2425.5552
1552.4033203125,1522.3262,1497.2864,1538.7156,1497.4336,1480.8396,1456.0903,1505.6492
6910.01123046875,6871.9907,6849.9956,6887.14,6840.9375,6810.5986,6796.988,6832.4766
4277.77001953125,4282.8813,4282.7783,4286.379,4276.83,4286.1406,4280.53,4283.842
2287.850830078125,2287.7527,2289.0566,2309.6482,2285.4392,2285.0674,2285.9744,2307.3027
2293.28125,2293.4346,2290.3237,2295.8196,2288.1055,2289.9739,2286.402,2291.983
6082.1875,6085.6597,6055.1064,6078.857,6051.502,6062.6973,6030.762,6053.8135
1824.84130859375,1830.8472,1837.2252,1842.6067,1846.4517,1852.6868,1858.9976,1863.0684
3698.5517578125,3718.385,3746.2756,3772.5571,3796.5715,3814.4753,3840.386,3863.1316
6267.07861328125,6263.911,6266.0254,6260.7944,6251.8047,6246.857,6250.1284,6241.632
2314.66796875,2311.05,2315.456,2317.217,2313.9355,2310.072,2314.633,2316.447
3094.61865234375,3098.3508,3100.5945,3102.3208,3101.8005,3105.5571,3108.0588,3109.592
2327.6669921875,2326.4885,2324.8108,2332.3894,2325.1616,2324.819,2321.5315,2329.9817
5684.84423828125,5681.3857,5663.0654,5706.9204,5660.8325,5666.213,5645.4683,5691.406
3909.3984375,3905.9536,3908.6257,3911.3445,3910.6462,3907.307,3909.926,3912.1694
3390.301025390625,3399.1743,3400.4321,3402.785,3386.9382,3398.8362,3398.1855,3398.5732
3266.984130859375,3265.7473,3268.0986,3273.1,3265.4785,3264.7864,3267.367,3272.631
1406.4808349609375,1429.1638,1419.4474,1431.1433,1413.0256,1436.4011,1425.7345,1434.8022
2446.161376953125,2443.6533,2441.981,2467.6555,2437.5222,2435.6995,2433.5996,2460.5286
1518.0872802734375,1431.9344,1534.0908,1623.3713,1511.8177,1426.4441,1531.6036,1624.8455
4067.97900390625,4091.1003,4104.677,4132.6553,4151.4346,4172.5117,4187.1626,4205.6226
3250.510498046875,3264.334,3275.4429,3288.707,3303.154,3319.5146,3331.493,3341.889
1476.77685546875,1510.7134,1545.9485,1568.4895,1577.715,1608.6062,1647.2128,1659.2186
1682.2899169921875,1683.6382,1680.3425,1681.4484,1680.0499,1681.7812,1678.2947,1679.0842
3319.49462890625,3319.5437,3319.9043,3322.009,3324.8264,3326.0208,3326.1055,3326.9111
1776.21337890625,1792.2216,1805.8804,1826.548,1840.0607,1853.0847,1868.0149,1884.1569
10321.4853515625,10330.27,10310.243,10316.948,10308.343,10319.098,10297.824,10302.626
1431.07470703125,1425.1788,1432.9802,1440.2345,1429.0774,1420.3748,1428.7244,1439.8492
5963.36767578125,5977.923,5998.214,6013.0186,6024.671,6039.1665,6059.445,6069.6123
1220.1595458984375,1225.916,1232.2603,1239.7084,1247.0719,1252.176,1258.6442,1264.2036
1076.6220703125,1078.9861,1082.3782,1084.7365,1087.9752,1090.3068,1093.5568,1095.1237
1131.5799560546875,1134.0646,1137.631,1140.1093,1143.513,1145.9637,1149.3806,1151.0271
7908.1259765625,7915.616,7914.8154,7949.8677,7929.8735,7938.5977,7943.8027,7977.497
3341.08984375,3368.9626,3394.7317,3412.8965,3455.072,3483.6118,3513.077,3522.646
3350.188720703125,3385.2463,3405.5269,3424.838,3474.3457,3508.3442,3531.5125,3539.6267
10056.4921875,10114.948,10174.233,10252.37,10332.343,10383.749,10442.592,10510.864
1118.008056640625,1122.6499,1124.6157,1123.3317,1119.0309,1123.6235,1124.7545,1123.5757
2792.87158203125,2786.553,2777.7185,2788.8853,2793.0608,2788.6042,2774.1313,2785.7898
1058.0457763671875,1058.041,1056.3591,1057.3363,1059.1145,1059.9231,1057.4431,1058.5148
10463.67578125,10552.459,10613.384,10707.6875,10821.439,10899.5625,10961.47,11041.297
6354.7685546875,6403.91,6458.7363,6516.3745,6567.1396,6610.415,6669.024,6718.853
9428.4921875,9440.941,9439.981,9450.6875,9481.333,9489.527,9484.698,9493.554
7610.28662109375,7668.125,7725.3994,7787.907,7842.6885,7894.4443,7956.4243,8009.585
12051.4375,12049.048,12062.924,12075.585,12065.019,12062.255,12077.426,12089.042
5943.55224609375,5976.345,6017.3926,6054.7236,6095.4565,6126.7217,6167.5884,6198.3457
18098.96484375,18084.264,18699.92,18648.402,18848.232,18796.762,19400.932,19303.164
12474.4248046875,12521.256,12753.416,12699.237,12925.576,13053.906,13220.7,13243.081
11692.408203125,11810.663,11887.238,11977.939,12029.834,12151.098,12237.793,12306.532
10433.6650390625,10515.981,10522.244,10598.952,10790.598,10865.502,10863.199,10932.569
19319.435546875,19601.678,19793.818,20025.197,20231.498,20501.906,20724.496,20898.43
4174.6943359375,4068.8591,4210.8213,4109.4897,4257.5776,4141.7295,4282.536,4176.6226
5837.05908203125,5666.442,5912.6514,5978.797,6157.66,5945.1763,6214.8174,6277.071
5979.8134765625,5722.2095,6116.851,6164.077,6076.1357,5793.537,6211.1,6258.4565
4470.95556640625,4138.5547,4345.5435,4334.0225,4583.771,4232.745,4448.606,4432.696
6104.21923828125,6047.5815,6039.087,6090.966,6025.348,5971.4297,5970.1265,6028.589
1899.167236328125,1888.3499,1901.9718,1908.3158,1891.5308,1879.8872,1894.4869,1895.768
2284.012451171875,2256.016,2353.6345,2311.7285,2297.7512,2274.5278,2374.3801,2331.5388
7613.67822265625,7860.23,7841.3623,7644.236,7629.8413,7902.925,7881.5396,7679.6143
963.7998046875,966.9375,1127.7351,1209.0371,991.30585,994.4974,1163.4421,1245.4669
2484.6572265625,2486.4282,2511.7686,2487.6829,2481.001,2491.416,2519.464,2496.324
1239.087646484375,1221.1008,1228.3143,1256.7635,1295.8645,1274.4579,1285.5415,1310.9591
7896.740234375,6900.5474,7292.0317,6835.2017,7953.715,6941.827,7298.155,6832.635
1450.568603515625,1405.143,1433.1519,1386.7312,1443.3932,1400.9069,1428.7775,1379.1392
1212.4739990234375,1218.2651,1223.2041,1229.8883,1232.9817,1237.965,1243.6038,1248.6768
1219.4083251953125,1225.2627,1230.1266,1236.7555,1239.8319,1245.0521,1250.6064,1255.6774
1186.181396484375,1189.7394,1199.2461,1207.7065,1210.6233,1212.291,1222.8444,1229.1677
1223.3538818359375,1229.2346,1235.0063,1241.1215,1243.1926,1248.5917,1255.1158,1259.2745
1229.410888671875,1236.2499,1242.6233,1249.598,1253.0725,1259.1592,1266.4121,1271.4265
1230.669189453125,1237.232,1243.7267,1250.7521,1254.0461,1259.9232,1267.325,1272.5018
1205.548095703125,1211.9545,1218.1249,1224.0515,1226.988,1232.4054,1239.509,1243.5427
1242.070068359375,1251.1398,1259.8955,1268.6172,1271.1879,1279.0842,1289.3938,1295.094
1243.0849609375,1252.5905,1259.3978,1268.8246,1273.2916,1281.8766,1289.9485,1296.9961
1240.080078125,1243.7722,1246.0358,1256.8997,1261.31,1263.8105,1266.9221,1276.4507
1267.7445068359375,1272.7344,1281.1146,1291.2222,1297.9941,1301.8682,1311.4932,1319.6519
1205.9439697265625,1210.9951,1216.0083,1221.041,1223.1436,1227.7744,1233.2373,1236.5665
1192.523193359375,1197.7424,1202.1047,1207.134,1210.1342,1214.839,1219.7633,1223.3821
1194.342041015625,1199.9042,1204.8114,1211.4008,1214.5669,1219.2085,1224.8177,1229.8708
1223.1807861328125,1228.8861,1234.2141,1240.1377,1242.7859,1248.0308,1254.0385,1258.4385
1234.3465576171875,1241.8624,1249.1061,1256.0164,1258.8364,1265.719,1273.831,1278.4993
1221.7913818359375,1228.2463,1233.7261,1241.7268,1245.1312,1250.7704,1257.1401,1263.2388
1191.0745849609375,1197.9836,1202.6777,1208.9905,1212.3153,1218.7487,1224.0192,1228.7891
1208.7664794921875,1216.2678,1223.1189,1229.3976,1231.0906,1238.12,1245.9955,1250.0973
1290.460693359375,1300.0632,1309.8926,1318.2495,1321.9353,1330.5564,1341.5099,1346.9734
1220.27392578125,1226.8147,1234.8009,1240.3878,1242.5237,1247.9872,1256.9094,1260.1537
1222.4676513671875,1226.6975,1230.9363,1237.0505,1240.8058,1244.1898,1248.9113,1253.831
1228.958251953125,1231.9005,1233.8401,1243.1239,1247.9877,1249.8529,1252.6266,1260.9409
1226.057373046875,1230.2225,1234.4034,1239.8704,1243.438,1247.0012,1251.6434,1255.8864
1175.2398681640625,1178.2675,1180.5812,1184.3191,1186.9396,1189.5905,1192.1974,1195.3282
1222.2169189453125,1228.3687,1233.9338,1241.2361,1244.7881,1250.079,1256.3842,1261.8667
1235.2310791015625,1241.7723,1247.7303,1254.9891,1258.43,1264.2269,1271.0259,1276.4752
1210.1527099609375,1215.868,1222.0322,1229.267,1232.6284,1237.1849,1244.1294,1249.4194
1236.635986328125,1245.6661,1254.1686,1261.4475,1263.158,1271.1552,1281.0679,1285.8771
1264.4456787109375,1271.2068,1275.099,1284.9482,1289.1565,1294.8707,1299.7816,1307.6844
1234.4622802734375,1239.5999,1241.8394,1250.6016,1254.5658,1258.8011,1261.8073,1269.2156
1229.2083740234375,1234.052,1235.6127,1244.7714,1248.9675,1252.8949,1255.2852,1263.1747
1251.798828125,1255.4642,1258.9225,1264.934,1268.161,1271.244,1275.1016,1280.0525
1193.4345703125,1196.8817,1198.4547,1204.6129,1207.8347,1210.6274,1212.6597,1217.8839
1186.7796630859375,1189.9622,1190.7317,1197.1716,1199.972,1202.5441,1203.8053,1209.3776
1182.2425537109375,1185.3539,1185.6956,1192.8463,1195.3732,1197.8074,1198.7979,1205.0542
1360.5810546875,1370.6117,1376.5728,1391.1433,1397.7928,1406.2234,1413.6764,1425.5068
1704.71533203125,1707.1782,1700.6306,1714.254,1708.8939,1711.7804,1706.7681,1719.1066
1687.518798828125,1684.8129,1684.6609,1699.1793,1700.9589,1698.0765,1696.6725,1709.8088
1630.802001953125,1630.4541,1629.7323,1651.346,1667.4309,1665.3425,1662.0403,1681.1031
1679.2493896484375,1683.473,1684.6152,1692.8208,1697.8033,1702.8167,1703.9009,1712.5878
2406.96044921875,2419.9326,2437.3123,2461.1082,2475.2676,2486.1416,2505.2078,2524.287
1250.349365234375,1313.1157,1343.6201,1395.4213,1406.7981,1477.4626,1506.3724,1548.0935
4931.52490234375,4446.294,4794.3955,4923.7666,5065.9067,4578.3677,4913.244,5043.4785
1528.7000732421875,1541.0378,1541.2999,1529.3318,1533.9598,1553.3702,1561.3713,1547.5963
18359.7109375,18576.002,18786.115,19108.947,19430.713,19607.656,19838.824,20100.807
11920.84375,11548.986,11703.61,11989.226,12180.315,11865.568,12044.4375,12145.416
11989.7548828125,12426.668,8159.412,11626.164,12333.719,12928.647,8915.023,12287.421
2253.507568359375,2384.673,2804.7905,2759.6252,2381.2566,2473.5735,2843.876,2815.121
7269.47412109375,6543.16,6014.2354,6720.412,8021.8574,7198.9727,6691.419,7386.7896
1260.1800537109375,1068.3707,1457.794,893.14856,1271.7148,1105.063,1498.5541,928.9649
10061.98828125,10178.375,10286.893,10581.0,11127.373,11175.199,11323.018,11547.518
13882.357421875,14675.3,14946.327,15617.334,14506.352,15291.408,15592.296,16165.243
6552.2021484375,6813.2886,6761.674,7383.3833,6684.2344,6916.72,6916.69,7502.667
7212.796875,7372.3843,7093.4556,7138.368,6938.538,7151.5625,6923.135,6945.8906
10818.564453125,10881.634,10939.994,11024.35,11086.927,11140.803,11204.243,11269.708
1641.112060546875,1708.1293,1629.9705,1654.7273,1663.2422,1778.4531,1696.2198,1721.3091
10784.30078125,10840.175,10868.545,10962.046,11010.744,11058.765,11094.625,11178.289
16656.56640625,17221.729,17774.05,18531.164,18771.56,19204.049,19858.596,20444.809
3663.948974609375,3774.7878,3879.7637,4023.9312,4092.053,4184.591,4304.9336,4416.522
12350.203125,12713.586,12985.501,12963.979,12778.583,13209.515,13429.682,13348.226
9719.6201171875,9699.169,9719.803,9698.768,9721.419,9720.501,9741.581,9736.9
11462.720703125,11457.301,11440.205,11443.499,11437.091,11451.148,11433.845,11460.376
16325.3876953125,16661.64,16916.254,17367.795,17830.97,18129.336,18384.277,18789.78
29803.84765625,30373.191,30664.281,31850.414,32833.773,33337.94,33738.6,34759.562
24765.796875,25559.986,26245.719,27180.04,27751.35,28426.264,29194.434,29921.45
16339.49609375,16671.395,16924.586,17375.137,17837.234,18131.447,18384.936,18789.969
4747.27392578125,4814.858,4866.7754,4870.3667,5011.3853,5085.8057,5118.16,5123.5483
10804.560546875,10843.538,10822.987,10958.031,11046.05,11075.994,11060.631,11187.998
11399.265625,11434.474,11524.902,11693.602,11778.711,11784.037,11889.004,12043.369
7985.09765625,7947.519,8013.31,7963.65,8004.9087,7975.576,8047.939,8000.8647
11247.9296875,11000.37,11113.812,11288.812,11431.862,11161.072,11294.037,11457.014
12808.099609375,12728.659,12961.545,12861.045,12847.033,12816.66,13025.085,12890.902
5934.69921875,5859.607,5920.0474,5879.621,6013.553,5948.655,6014.268,5966.4937
7363.27490234375,7243.6294,7112.081,7246.7495,7541.2446,7428.8945,7291.0796,7494.2695
13023.5927734375,13126.756,13179.51,13329.534,13567.758,13761.014,13771.324,13946.01
2466.914306640625,2460.3645,2444.7354,2458.6099,2467.8035,2459.7378,2442.8728,2458.2947
10714.2958984375,10742.584,10758.912,10802.303,10857.153,10885.745,10904.436,10948.103
11065.9521484375,11055.777,11074.869,11168.06,11289.487,11262.827,11293.414,11384.254
8118.69140625,8055.6,7950.561,8039.6064,8108.3774,8046.1685,7918.005,8000.3125
1624.5191650390625,1604.9431,1559.7422,1602.235,1609.477,1596.128,1544.454,1584.609
9753.7578125,9677.436,9514.857,9656.416,9729.143,9659.744,9464.1,9596.37
9523.8408203125,9473.233,9485.097,9527.895,9501.266,9458.94,9476.805,9517.226
7450.5595703125,7403.0957,7710.881,7821.563,7902.9863,7818.4634,8152.3696,8233.711
5686.8251953125,5665.956,5657.609,5598.3906,5663.711,5657.177,5610.2485,5560.861
2869.456298828125,2985.6646,3008.9395,2993.6758,3037.8438,3171.6475,3180.0513,3157.2302
506.2603759765625,468.60474,457.01025,477.58478,440.1678,407.53656,401.91943,425.3109
1822.085205078125,1738.6656,1677.6293,1773.3998,1672.2523,1600.9352,1550.8534,1640.1318
3772.162353515625,3763.1108,3754.414,3739.0742,3757.9,3757.7976,3749.7834,3737.5442
13924.94921875,13957.485,13870.071,13898.4,13921.269,13968.023,13874.114,13883.6
5722.99658203125,5952.22,6108.656,5943.558,5667.643,5967.3965,6162.47,5985.89
859.2161254882812,874.3721,866.8575,875.45935,859.15485,876.64746,870.26215,877.4579
25412.30078125,25531.273,25831.523,25642.121,25970.23,26161.168,26460.69,26262.484
11099.4501953125,11176.105,11227.972,11277.634,11396.675,11475.213,11530.777,11577.664
1412.566162109375,1413.171,1426.3616,1412.4924,1413.7405,1414.131,1429.434,1415.1074
12312.5302734375,12741.446,12549.61,12451.879,12374.372,12790.999,12581.693,12451.866
11354.6005859375,11410.794,11396.716,11388.248,11318.8,11381.201,11351.595,11319.779
4013.64794921875,4033.0232,4078.59,4151.204,4198.205,4202.374,4251.58,4307.028
1273.90673828125,1285.1853,1301.0239,1324.0115,1330.8708,1343.2312,1362.5684,1381.7588
11169.71484375,11265.299,11334.372,11435.163,11536.647,11623.745,11699.577,11781.25
8238.9853515625,8202.863,8218.068,8243.624,8240.232,8208.9,8227.172,8252.984
6902.61865234375,6836.2437,7072.1143,7060.0073,7160.669,7095.8237,7340.9014,7297.936
5010.1318359375,4996.9185,5154.0,5235.101,5264.6343,5243.8506,5410.7695,5466.373
4338.94970703125,4286.297,4428.1504,4465.0005,4464.037,4400.5293,4551.4497,4579.4185
3457.341552734375,3458.0984,3461.593,3469.9265,3471.6304,3473.2327,3478.2275,3484.7559
2256.82373046875,2324.4849,2359.8245,2444.1318,2512.0657,2570.4163,2605.5022,2675.5808
10110.0068359375,9737.197,9667.636,9916.6455,10197.904,9807.162,9745.732,10007.1045
15763.142578125,16171.702,16732.316,16965.037,17234.57,17653.03,18255.049,18378.201
6433.9423828125,6531.8955,6616.6284,6755.0225,6734.387,6834.3535,6938.9546,7034.252
2297.705322265625,2313.3625,2352.2178,2394.0103,2418.8462,2429.6675,2471.665,2500.4377
2051.572509765625,2071.199,2105.696,2140.4897,2150.8542,2162.768,2203.4417,2227.2292
3024.40673828125,3091.8733,3139.8503,3161.8296,3247.0786,3307.5889,3350.9902,3357.1965
1825.2607421875,1847.3784,1850.1476,1868.5226,1875.8989,1898.7516,1900.781,1921.1609
4414.2490234375,4410.4717,4406.543,4413.4146,4400.21,4410.5596,4404.514,4423.6
12285.50390625,12228.054,12311.951,12476.745,12563.186,12484.682,12632.16,12719.538
8028.4921875,7980.8237,8066.6113,8038.1104,8001.044,7962.191,8045.5693,8019.5757
3259.336669921875,3281.4932,3351.246,3359.0151,3488.7446,3507.7136,3570.0017,3571.225
7261.8330078125,7262.11,7246.9653,7256.999,7255.6694,7267.165,7247.531,7261.8774
7274.5732421875,7327.4277,7377.9937,7450.438,7517.2573,7565.8022,7622.2437,7684.13
2182.34716796875,2192.0322,2226.7886,2265.814,2271.1738,2275.388,2315.9136,2347.2244
10081.78515625,10052.951,9894.351,10008.568,10068.328,10042.69,9857.348,9956.633
3225.8037109375,3228.8853,3285.008,3284.8687,3293.499,3301.8535,3358.5864,3348.6938
12078.515625,12249.399,12619.912,12735.353,12924.961,13070.465,13473.52,13528.866
10386.48828125,10287.1,10470.534,10630.19,10796.951,10672.701,10923.982,11004.587
15556.7958984375,15406.437,15635.14,15808.2295,15768.785,15659.338,15969.811,16191.643
9758.6005859375,9682.305,9519.856,9661.612,9734.0625,9664.676,9469.17,9601.629
9020.51953125,8983.229,9230.108,8928.252,9082.349,9073.719,9350.477,9026.593
26280.1640625,26448.844,26741.828,26859.785,26726.643,26890.07,27203.443,27309.822
7117.630859375,7101.8027,7167.367,7350.31,7235.4727,7234.2583,7303.1836,7457.172
8094.34716796875,8449.764,8308.3545,8444.945,8304.73,8663.655,8521.827,8644.749
3402.557861328125,3311.4795,3312.892,3505.2625,3528.3774,3420.3071,3429.3794,3620.3418
1436.983154296875,1461.8044,1409.8516,1454.0928,1482.5359,1506.8533,1459.1685,1495.6531
8055.1953125,8141.7417,7900.383,8332.162,8090.741,8212.103,7978.443,8387.874
8681.732421875,8875.287,8922.229,9201.992,9426.485,9610.412,9674.518,9931.432
7480.130859375,7588.8037,7684.782,7691.4517,7693.2334,7827.2188,7957.3687,7951.13
2492.659423828125,2556.2012,2495.662,2634.469,2636.3394,2703.159,2654.3145,2783.7498
979.501220703125,1007.9892,980.61456,999.83325,1007.546,1044.0675,1015.92834,1035.6912
8541.6513671875,8685.815,8897.869,9032.164,9227.143,9356.42,9590.442,9686.077
15433.140625,15394.249,15799.315,15806.611,15981.353,15940.446,16403.002,16388.717
